WARNING: one_logger package is required to enable e2e metrics tracking. please go to https://confluence.nvidia.com/display/MLWFO/Package+Repositories for details to install it
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    startup-program-entry-spread ...................: (0.82, 2.04)
    startup-library-setup ..........................: (26150.15, 26152.28)
    startup-program-setup ..........................: (45.79, 46.05)
    startup-in-process-setup .......................: (0.00, 0.00)
    startup-in-job-setup ...........................: (32.20, 33.96)
    startup-initialize-megatron ....................: (5099.76, 5101.54)
    startup-set-jit-fusion-options .................: (2956.39, 3601.61)
    all-reduce-start-timestamps-tensor .............: (1.35, 646.58)
    startup-megatron-init-local ....................: (8736.43, 8736.71)
    startup-megatron-init-global ...................: (34934.67, 34934.69)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2970.58, 2970.87)
    train/valid/test-data-iterators-setup ..........: (1339.56, 1357.25)
 [2026-05-20 02:56:31.430425] iteration       25/      50 | consumed samples:         6400 | elapsed time per iteration (ms): 17170.7 | throughput per GPU (TFLOP/s/GPU): 707.4 | tokens/sec/GPU: 15267 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.814525E+00 | loss scale: 1.0 | grad norm: 4.387 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:56:48.591944] iteration       26/      50 | consumed samples:         6656 | elapsed time per iteration (ms): 17161.4 | throughput per GPU (TFLOP/s/GPU): 707.8 | tokens/sec/GPU: 15275 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.796032E+00 | loss scale: 1.0 | grad norm: 5.958 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:57:05.736338] iteration       27/      50 | consumed samples:         6912 | elapsed time per iteration (ms): 17144.2 | throughput per GPU (TFLOP/s/GPU): 708.5 | tokens/sec/GPU: 15291 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.716277E+00 | loss scale: 1.0 | grad norm: 7.515 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:57:22.908920] iteration       28/      50 | consumed samples:         7168 | elapsed time per iteration (ms): 17172.5 | throughput per GPU (TFLOP/s/GPU): 707.3 | tokens/sec/GPU: 15265 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.684630E+00 | loss scale: 1.0 | grad norm: 3.943 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:57:40.098798] iteration       29/      50 | consumed samples:         7424 | elapsed time per iteration (ms): 17189.6 | throughput per GPU (TFLOP/s/GPU): 706.6 | tokens/sec/GPU: 15250 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.689997E+00 | loss scale: 1.0 | grad norm: 3.309 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:57:57.302295] iteration       30/      50 | consumed samples:         7680 | elapsed time per iteration (ms): 17203.3 | throughput per GPU (TFLOP/s/GPU): 706.0 | tokens/sec/GPU: 15238 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.662646E+00 | loss scale: 1.0 | grad norm: 2.941 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:58:14.489943] iteration       31/      50 | consumed samples:         7936 | elapsed time per iteration (ms): 17187.5 | throughput per GPU (TFLOP/s/GPU): 706.7 | tokens/sec/GPU: 15252 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.578275E+00 | loss scale: 1.0 | grad norm: 4.255 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:58:31.685656] iteration       32/      50 | consumed samples:         8192 | elapsed time per iteration (ms): 17195.5 | throughput per GPU (TFLOP/s/GPU): 706.3 | tokens/sec/GPU: 15245 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.487542E+00 | loss scale: 1.0 | grad norm: 2.965 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:58:48.898404] iteration       33/      50 | consumed samples:         8448 | elapsed time per iteration (ms): 17212.6 | throughput per GPU (TFLOP/s/GPU): 705.6 | tokens/sec/GPU: 15230 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.512555E+00 | loss scale: 1.0 | grad norm: 1.666 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:59:06.084200] iteration       34/      50 | consumed samples:         8704 | elapsed time per iteration (ms): 17185.6 | throughput per GPU (TFLOP/s/GPU): 706.8 | tokens/sec/GPU: 15254 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.513199E+00 | loss scale: 1.0 | grad norm: 3.158 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:59:23.284886] iteration       35/      50 | consumed samples:         8960 | elapsed time per iteration (ms): 17200.7 | throughput per GPU (TFLOP/s/GPU): 706.1 | tokens/sec/GPU: 15240 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.499221E+00 | loss scale: 1.0 | grad norm: 4.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:59:40.514084] iteration       36/      50 | consumed samples:         9216 | elapsed time per iteration (ms): 17228.9 | throughput per GPU (TFLOP/s/GPU): 705.0 | tokens/sec/GPU: 15215 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.419440E+00 | loss scale: 1.0 | grad norm: 2.335 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:59:57.754535] iteration       37/      50 | consumed samples:         9472 | elapsed time per iteration (ms): 17240.3 | throughput per GPU (TFLOP/s/GPU): 704.5 | tokens/sec/GPU: 15205 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.494934E+00 | loss scale: 1.0 | grad norm: 1.855 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:00:15.026460] iteration       38/      50 | consumed samples:         9728 | elapsed time per iteration (ms): 17271.8 | throughput per GPU (TFLOP/s/GPU): 703.2 | tokens/sec/GPU: 15178 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.442791E+00 | loss scale: 1.0 | grad norm: 1.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:00:32.252430] iteration       39/      50 | consumed samples:         9984 | elapsed time per iteration (ms): 17225.9 | throughput per GPU (TFLOP/s/GPU): 705.1 | tokens/sec/GPU: 15218 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.468824E+00 | loss scale: 1.0 | grad norm: 1.296 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:00:49.497325] iteration       40/      50 | consumed samples:        10240 | elapsed time per iteration (ms): 17244.6 | throughput per GPU (TFLOP/s/GPU): 704.3 | tokens/sec/GPU: 15201 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.485557E+00 | loss scale: 1.0 | grad norm: 2.708 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:01:06.777033] iteration       41/      50 | consumed samples:        10496 | elapsed time per iteration (ms): 17279.5 | throughput per GPU (TFLOP/s/GPU): 702.9 | tokens/sec/GPU: 15171 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.376532E+00 | loss scale: 1.0 | grad norm: 1.867 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:01:24.035609] iteration       42/      50 | consumed samples:        10752 | elapsed time per iteration (ms): 17258.5 | throughput per GPU (TFLOP/s/GPU): 703.8 | tokens/sec/GPU: 15189 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.411894E+00 | loss scale: 1.0 | grad norm: 1.463 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:01:41.298976] iteration       43/      50 | consumed samples:        11008 | elapsed time per iteration (ms): 17263.1 | throughput per GPU (TFLOP/s/GPU): 703.6 | tokens/sec/GPU: 15185 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.430380E+00 | loss scale: 1.0 | grad norm: 1.498 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:01:58.563687] iteration       44/      50 | consumed samples:        11264 | elapsed time per iteration (ms): 17264.5 | throughput per GPU (TFLOP/s/GPU): 703.5 | tokens/sec/GPU: 15184 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.320737E+00 | loss scale: 1.0 | grad norm: 0.941 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:02:15.823105] iteration       45/      50 | consumed samples:        11520 | elapsed time per iteration (ms): 17259.2 | throughput per GPU (TFLOP/s/GPU): 703.7 | tokens/sec/GPU: 15189 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.375328E+00 | loss scale: 1.0 | grad norm: 2.696 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:02:33.076011] iteration       46/      50 | consumed samples:        11776 | elapsed time per iteration (ms): 17252.9 | throughput per GPU (TFLOP/s/GPU): 704.0 | tokens/sec/GPU: 15194 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.353604E+00 | loss scale: 1.0 | grad norm: 1.693 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:02:50.314414] iteration       47/      50 | consumed samples:        12032 | elapsed time per iteration (ms): 17238.1 | throughput per GPU (TFLOP/s/GPU): 704.6 | tokens/sec/GPU: 15207 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.386600E+00 | loss scale: 1.0 | grad norm: 1.929 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:03:07.551166] iteration       48/      50 | consumed samples:        12288 | elapsed time per iteration (ms): 17236.6 | throughput per GPU (TFLOP/s/GPU): 704.7 | tokens/sec/GPU: 15209 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.415540E+00 | loss scale: 1.0 | grad norm: 2.691 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:03:24.802940] iteration       49/      50 | consumed samples:        12544 | elapsed time per iteration (ms): 17251.6 | throughput per GPU (TFLOP/s/GPU): 704.1 | tokens/sec/GPU: 15195 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.286708E+00 | loss scale: 1.0 | grad norm: 1.871 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 03:03:42.071779] iteration       50/      50 | consumed samples:        12800 | elapsed time per iteration (ms): 17268.9 | throughput per GPU (TFLOP/s/GPU): 703.3 | tokens/sec/GPU: 15180 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.290751E+00 | loss scale: 1.0 | grad norm: 2.940 | number of skipped iterations:   0 | number of nan iterations:   0 |
